step,time,sep
460,4.6,3.62275
465,4.65,3.56033
470,4.7,3.49882
475,4.75,3.4383
480,4.8,3.37883
485,4.85,3.32047
490,4.9,3.2633
495,4.95,3.2074
500,5,3.15285
505,5.05,3.09973
510,5.1,3.04813
515,5.15,2.99814
520,5.2,2.94986
525,5.25,2.90339
530,5.3,2.85881
535,5.35,2.81625
540,5.4,2.77579
545,5.45,2.73753
550,5.5,2.7016
555,5.55,2.66807
560,5.6,2.63706
565,5.65,2.60866
570,5.7,2.58295
575,5.75,2.56003
580,5.8,2.53997
585,5.85,2.52283
590,5.9,2.50869
595,5.95,2.49758
600,6,2.48955
605,6.05,2.48461
610,6.1,2.48279
615,6.15,2.48408
620,6.2,2.48847
625,6.25,2.49593
630,6.3,2.50643
635,6.35,2.51991
640,6.4,2.53631
645,6.45,2.55557
650,6.5,2.57761
655,6.55,2.60233
660,6.6,2.62966
665,6.65,2.65949
670,6.7,2.69173
675,6.75,2.72626
680,6.8,2.763
685,6.85,2.80183
690,6.9,2.84265
695,6.95,2.88538
700,7,2.92989
705,7.05,2.97611
710,7.1,3.02394
715,7.15,3.07329
720,7.2,3.12408
725,7.25,3.17622
730,7.3,3.22963
735,7.35,3.28425
740,7.4,3.33999
745,7.45,3.3968
750,7.5,3.4546
755,7.55,3.51335
760,7.6,3.57297
765,7.65,3.63343
770,7.7,3.69466
775,7.75,3.75661
780,7.8,3.81925
785,7.85,3.88254
790,7.9,3.94642
795,7.95,4.01088
800,8,4.07586
805,8.05,4.14134
810,8.1,4.20728
815,8.15,4.27367
820,8.2,4.34047
825,8.25,4.40766
830,8.3,4.47521
835,8.35,4.5431
840,8.4,4.61131
845,8.45,4.67983
850,8.5,4.74863
855,8.55,4.81769
860,8.6,4.88701
865,8.65,4.95656
870,8.7,5.02634
875,8.75,5.09632
880,8.8,5.1665
885,8.85,5.23687
890,8.9,5.3074
895,8.95,5.37811
900,9,5.44896
905,9.05,5.51997
910,9.1,5.59111
915,9.15,5.66237
920,9.2,5.73376
925,9.25,5.80527
930,9.3,5.87688
935,9.35,5.94859
940,9.4,6.0204
945,9.45,6.0923
950,9.5,6.16428
955,9.55,6.23635
960,9.6,6.30849
965,9.65,6.3807
970,9.7,6.45298
975,9.75,6.52532
980,9.8,6.59772
985,9.85,6.67018
990,9.9,6.74269
995,9.95,6.81525
1000,10,6.88786
1005,10.05,6.96051
1010,10.1,7.0332
1015,10.15,7.10593
1020,10.2,7.1787
1025,10.25,7.2515
1030,10.3,7.32434
1035,10.35,7.3972
1040,10.4,7.47009
1045,10.45,7.54301
1050,10.5,7.61596
1055,10.55,7.68893
1060,10.6,7.76192
1065,10.65,7.83493
1070,10.7,7.90795
1075,10.75,7.981
1080,10.8,8.05406
1085,10.85,8.12714
1090,10.9,8.20023
1095,10.95,8.27333
1100,11,8.34644
1105,11.05,8.41957
1110,11.1,8.4927
1115,11.15,8.56585
1120,11.2,8.639
1125,11.25,8.71216
1130,11.3,8.78532
1135,11.35,8.85849
1140,11.4,8.93167
1145,11.45,9.00484
1150,11.5,9.07803
1155,11.55,9.15121
1160,11.6,9.2244
1165,11.65,9.29759
1170,11.7,9.37078
1175,11.75,9.44397
1180,11.8,9.51717
1185,11.85,9.59036
1190,11.9,9.66355
1195,11.95,9.73674
1200,12,9.80993
1205,12.05,9.88311
1210,12.1,9.95629
1215,12.15,10.0295
1220,12.2,10.1027
1225,12.25,10.1758
1230,12.3,10.249
1235,12.35,10.3222
1240,12.4,10.3953
1245,12.45,10.4685
1250,12.5,10.5416
1255,12.55,10.6148
1260,12.6,10.6879
1265,12.65,10.7611
1270,12.7,10.8342
1275,12.75,10.9073
1280,12.8,10.9805
1285,12.85,11.0536
1290,12.9,11.1267
1295,12.95,11.1998
1300,13,11.2729
1305,13.05,11.346
1310,13.1,11.4191
1315,13.15,11.4921
1320,13.2,11.5652
1325,13.25,11.6383
1330,13.3,11.7113
1335,13.35,11.7844
1340,13.4,11.8574
1345,13.45,11.9304
1350,13.5,12.0035
1355,13.55,12.0765
1360,13.6,12.1495
1365,13.65,12.2225
1370,13.7,12.2955
1375,13.75,12.3685
1380,13.8,12.4414
1385,13.85,12.5144
1390,13.9,12.5874
1395,13.95,12.6603
1400,14,12.7333
1405,14.05,12.8062
1410,14.1,12.8791
1415,14.15,12.952
1420,14.2,13.025
1425,14.25,13.0979
1430,14.3,13.1707
1435,14.35,13.2436
1440,14.4,13.3165
1445,14.45,13.3894
1450,14.5,13.4622
1455,14.55,13.5351
1460,14.6,13.6079
1465,14.65,13.6807
1470,14.7,13.7536
1475,14.75,13.8264
1480,14.8,13.8992
1485,14.85,13.972
1490,14.9,14.0448
1495,14.95,14.1176
1500,15,14.1903
1505,15.05,14.2631
1510,15.1,14.3358
1515,15.15,14.4086
1520,15.2,14.4813
1525,15.25,14.554
1530,15.3,14.6267
1535,15.35,14.6995
1540,15.4,14.7722
1545,15.45,14.8448
1550,15.5,14.9175
1555,15.55,14.9902
1560,15.6,15.0629
1565,15.65,15.1355
1570,15.7,15.2082
1575,15.75,15.2808
1580,15.8,15.3534
1585,15.85,15.4261
1590,15.9,15.4987
1595,15.95,15.5713
1600,16,15.6439
1605,16.05,15.7164
1610,16.1,15.789
1615,16.15,15.8616
1620,16.2,15.9342
1625,16.25,16.0067
1630,16.3,16.0792
1635,16.35,16.1518
1640,16.4,16.2243
1645,16.45,16.2968
1650,16.5,16.3693
1655,16.55,16.4418
1660,16.6,16.5143
1665,16.65,16.5868
1670,16.7,16.6593
1675,16.75,16.7318
1680,16.8,16.8042
1685,16.85,16.8767
1690,16.9,16.9491
1695,16.95,17.0216
1700,17,17.094
1705,17.05,17.1664
1710,17.1,17.2388
1715,17.15,17.3112
1720,17.2,17.3836
1725,17.25,17.456
1730,17.3,17.5284
1735,17.35,17.6008
1740,17.4,17.6731
1745,17.45,17.7455
1750,17.5,17.8178
1755,17.55,17.8902
1760,17.6,17.9625
1765,17.65,18.0349
1770,17.7,18.1072
1775,17.75,18.1795
1780,17.8,18.2518
1785,17.85,18.3241
1790,17.9,18.3964
1795,17.95,18.4687
1800,18,18.5409
