step,time,sep
680,6.8,5.44173
685,6.85,5.4141
690,6.9,5.38632
695,6.95,5.35839
700,7,5.33029
705,7.05,5.30205
710,7.1,5.27364
715,7.15,5.24508
720,7.2,5.21636
725,7.25,5.18748
730,7.3,5.15845
735,7.35,5.12926
740,7.4,5.09991
745,7.45,5.0704
750,7.5,5.04074
755,7.55,5.01092
760,7.6,4.98094
765,7.65,4.95081
770,7.7,4.92052
775,7.75,4.89007
780,7.8,4.85946
785,7.85,4.8287
790,7.9,4.79778
795,7.95,4.76669
800,8,4.73545
805,8.05,4.70405
810,8.1,4.67249
815,8.15,4.64076
820,8.2,4.60888
825,8.25,4.57684
830,8.3,4.54465
835,8.35,4.5123
840,8.4,4.47979
845,8.45,4.44713
850,8.5,4.41432
855,8.55,4.38136
860,8.6,4.34825
865,8.65,4.31499
870,8.7,4.28159
875,8.75,4.24804
880,8.8,4.21434
885,8.85,4.1805
890,8.9,4.1465
895,8.95,4.11237
900,9,4.07808
905,9.05,4.04365
910,9.1,4.00907
915,9.15,3.97435
920,9.2,3.93948
925,9.25,3.90447
930,9.3,3.86931
935,9.35,3.834
940,9.4,3.79854
945,9.45,3.76294
950,9.5,3.72719
955,9.55,3.6913
960,9.6,3.65526
965,9.65,3.61908
970,9.7,3.58275
975,9.75,3.54627
980,9.8,3.50965
985,9.85,3.47289
990,9.9,3.43598
995,9.95,3.39894
1000,10,3.36176
1005,10.05,3.32445
1010,10.1,3.28701
1015,10.15,3.24944
1020,10.2,3.21175
1025,10.25,3.17394
1030,10.3,3.136
1035,10.35,3.09796
1040,10.4,3.05981
1045,10.45,3.02154
1050,10.5,2.98317
1055,10.55,2.94472
1060,10.6,2.90619
1065,10.65,2.86759
1070,10.7,2.82894
1075,10.75,2.79026
1080,10.8,2.75154
1085,10.85,2.71279
1090,10.9,2.67403
1095,10.95,2.63526
1100,11,2.59649
1105,11.05,2.55772
1110,11.1,2.51898
1115,11.15,2.48025
1120,11.2,2.44157
1125,11.25,2.40292
1130,11.3,2.36433
1135,11.35,2.3258
1140,11.4,2.28735
1145,11.45,2.24898
1150,11.5,2.21071
1155,11.55,2.17256
1160,11.6,2.13453
1165,11.65,2.09665
1170,11.7,2.05892
1175,11.75,2.02139
1180,11.8,1.98406
1185,11.85,1.94696
1190,11.9,1.91012
1195,11.95,1.87356
1200,12,1.83731
1205,12.05,1.8014
1210,12.1,1.76586
1215,12.15,1.73073
1220,12.2,1.69606
1225,12.25,1.6619
1230,12.3,1.62829
1235,12.35,1.5953
1240,12.4,1.56298
1245,12.45,1.53139
1250,12.5,1.50061
1255,12.55,1.47075
1260,12.6,1.44194
1265,12.65,1.4143
1270,12.7,1.38793
1275,12.75,1.36289
1280,12.8,1.33925
1285,12.85,1.31705
1290,12.9,1.29635
1295,12.95,1.27719
1300,13,1.25963
1305,13.05,1.24373
1310,13.1,1.22954
1315,13.15,1.21711
1320,13.2,1.20647
1325,13.25,1.1976
1330,13.3,1.19049
1335,13.35,1.18508
1340,13.4,1.18131
1345,13.45,1.17907
1350,13.5,1.17829
1355,13.55,1.17885
1360,13.6,1.18067
1365,13.65,1.18365
1370,13.7,1.1877
1375,13.75,1.19274
1380,13.8,1.19869
1385,13.85,1.20546
1390,13.9,1.21299
1395,13.95,1.2212
1400,14,1.23002
1405,14.05,1.23939
1410,14.1,1.24925
1415,14.15,1.25953
1420,14.2,1.2702
1425,14.25,1.28119
1430,14.3,1.29247
1435,14.35,1.30398
1440,14.4,1.31569
1445,14.45,1.32756
1450,14.5,1.33956
1455,14.55,1.35165
1460,14.6,1.3638
1465,14.65,1.37599
1470,14.7,1.38819
1475,14.75,1.40036
1480,14.8,1.41248
1485,14.85,1.42452
1490,14.9,1.43647
1495,14.95,1.4483
1500,15,1.45999
1505,15.05,1.47152
1510,15.1,1.48287
1515,15.15,1.49405
1520,15.2,1.50504
1525,15.25,1.51583
1530,15.3,1.52643
1535,15.35,1.53683
1540,15.4,1.54704
1545,15.45,1.55705
1550,15.5,1.56687
1555,15.55,1.57649
1560,15.6,1.5859
1565,15.65,1.59512
1570,15.7,1.60413
1575,15.75,1.61293
1580,15.8,1.62154
1585,15.85,1.62994
1590,15.9,1.63816
1595,15.95,1.64618
1600,16,1.65401
1605,16.05,1.66165
1610,16.1,1.66909
1615,16.15,1.67635
1620,16.2,1.68342
1625,16.25,1.6903
1630,16.3,1.69701
1635,16.35,1.70354
1640,16.4,1.70991
1645,16.45,1.71611
1650,16.5,1.72215
1655,16.55,1.72802
1660,16.6,1.73373
1665,16.65,1.73928
1670,16.7,1.74469
1675,16.75,1.74996
1680,16.8,1.75508
1685,16.85,1.76006
1690,16.9,1.76491
1695,16.95,1.76962
1700,17,1.77421
1705,17.05,1.77867
1710,17.1,1.78302
1715,17.15,1.78726
1720,17.2,1.7914
1725,17.25,1.79546
1730,17.3,1.79944
1735,17.35,1.80336
1740,17.4,1.80721
1745,17.45,1.81101
1750,17.5,1.81475
1755,17.55,1.81844
1760,17.6,1.82209
1765,17.65,1.82569
1770,17.7,1.82925
1775,17.75,1.83278
1780,17.8,1.83628
1785,17.85,1.83975
1790,17.9,1.8432
1795,17.95,1.84664
1800,18,1.85007
1805,18.05,1.8535
1810,18.1,1.85692
1815,18.15,1.86035
1820,18.2,1.86377
1825,18.25,1.86721
1830,18.3,1.87067
1835,18.35,1.87414
1840,18.4,1.87765
1845,18.45,1.8812
1850,18.5,1.8848
1855,18.55,1.88845
1860,18.6,1.89218
1865,18.65,1.89597
1870,18.7,1.89984
1875,18.75,1.90379
1880,18.8,1.90782
1885,18.85,1.91195
1890,18.9,1.91617
1895,18.95,1.92048
1900,19,1.9249
1905,19.05,1.92944
1910,19.1,1.9341
1915,19.15,1.9389
1920,19.2,1.94383
1925,19.25,1.94892
1930,19.3,1.95417
1935,19.35,1.95959
1940,19.4,1.96518
1945,19.45,1.97096
1950,19.5,1.97694
1955,19.55,1.98312
1960,19.6,1.98953
1965,19.65,1.99616
1970,19.7,2.00305
1975,19.75,2.01021
1980,19.8,2.01764
1985,19.85,2.02537
1990,19.9,2.03342
1995,19.95,2.04179
2000,20,2.0505
2005,20.05,2.05958
2010,20.1,2.06904
2015,20.15,2.0789
2020,20.2,2.08917
2025,20.25,2.09988
2030,20.3,2.11103
2035,20.35,2.12263
2040,20.4,2.13467
2045,20.45,2.14714
2050,20.5,2.16003
2055,20.55,2.17331
2060,20.6,2.18697
2065,20.65,2.20098
2070,20.7,2.21529
2075,20.75,2.22986
2080,20.8,2.24465
2085,20.85,2.25959
2090,20.9,2.27464
2095,20.95,2.28972
2100,21,2.30476
2105,21.05,2.31968
2110,21.1,2.33438
2115,21.15,2.34877
2120,21.2,2.36278
2125,21.25,2.37633
2130,21.3,2.38936
2135,21.35,2.4018
2140,21.4,2.41361
2145,21.45,2.42473
2150,21.5,2.43513
2155,21.55,2.44479
2160,21.6,2.45367
2165,21.65,2.46178
2170,21.7,2.46913
2175,21.75,2.47574
2180,21.8,2.48164
2185,21.85,2.48685
2190,21.9,2.49141
2195,21.95,2.49535
2200,22,2.49872
2205,22.05,2.50156
2210,22.1,2.50393
2215,22.15,2.50589
2220,22.2,2.50748
2225,22.25,2.50877
2230,22.3,2.50984
2235,22.35,2.51073
2240,22.4,2.51154
2245,22.45,2.51233
2250,22.5,2.51322
2255,22.55,2.51434
2260,22.6,2.51586
2265,22.65,2.51795
2270,22.7,2.52071
2275,22.75,2.52415
2280,22.8,2.5282
2285,22.85,2.5327
2290,22.9,2.53754
2295,22.95,2.54257
2300,23,2.54768
2305,23.05,2.55276
2310,23.1,2.5577
2315,23.15,2.56243
2320,23.2,2.56689
2325,23.25,2.57104
2330,23.3,2.57488
2335,23.35,2.57844
2340,23.4,2.58176
2345,23.45,2.58491
2350,23.5,2.58795
2355,23.55,2.59096
2360,23.6,2.59401
2365,23.65,2.59714
2370,23.7,2.60039
2375,23.75,2.60377
2380,23.8,2.60726
2385,23.85,2.61088
2390,23.9,2.61457
2395,23.95,2.61833
2400,24,2.62209
2405,24.05,2.62584
2410,24.1,2.62954
2415,24.15,2.63317
2420,24.2,2.63672
2425,24.25,2.64021
2430,24.3,2.64367
2435,24.35,2.64712
2440,24.4,2.65059
2445,24.45,2.65407
2450,24.5,2.65757
2455,24.55,2.66112
2460,24.6,2.66471
2465,24.65,2.66833
2470,24.7,2.67197
2475,24.75,2.67564
2480,24.8,2.67932
2485,24.85,2.68301
2490,24.9,2.68668
2495,24.95,2.69032
2500,25,2.69392
2505,25.05,2.69747
2510,25.1,2.70095
2515,25.15,2.70437
2520,25.2,2.70771
2525,25.25,2.71099
2530,25.3,2.71421
2535,25.35,2.71736
2540,25.4,2.72045
2545,25.45,2.72349
2550,25.5,2.72648
2555,25.55,2.72943
2560,25.6,2.73234
2565,25.65,2.73519
2570,25.7,2.73801
2575,25.75,2.74078
2580,25.8,2.74353
2585,25.85,2.74626
2590,25.9,2.749
2595,25.95,2.75175
2600,26,2.75453
2605,26.05,2.75736
2610,26.1,2.76025
2615,26.15,2.76322
2620,26.2,2.76626
2625,26.25,2.76936
2630,26.3,2.77251
2635,26.35,2.7757
2640,26.4,2.77888
2645,26.45,2.78203
2650,26.5,2.78514
2655,26.55,2.78817
2660,26.6,2.79112
2665,26.65,2.79399
2670,26.7,2.79679
2675,26.75,2.79953
2680,26.8,2.80221
2685,26.85,2.80483
2690,26.9,2.80739
2695,26.95,2.80991
2700,27,2.81238
2705,27.05,2.81484
2710,27.1,2.81729
2715,27.15,2.81977
2720,27.2,2.82229
2725,27.25,2.82488
2730,27.3,2.82754
2735,27.35,2.83026
2740,27.4,2.83304
2745,27.45,2.83587
2750,27.5,2.83873
2755,27.55,2.8416
2760,27.6,2.84446
2765,27.65,2.84728
2770,27.7,2.85005
2775,27.75,2.85275
2780,27.8,2.85538
2785,27.85,2.85796
2790,27.9,2.86049
2795,27.95,2.863
2800,28,2.86551
2805,28.05,2.86805
2810,28.1,2.87064
2815,28.15,2.87329
2820,28.2,2.87599
2825,28.25,2.87876
2830,28.3,2.88157
2835,28.35,2.88442
2840,28.4,2.88728
2845,28.45,2.89014
2850,28.5,2.89298
2855,28.55,2.89578
2860,28.6,2.89854
2865,28.65,2.90127
2870,28.7,2.90397
2875,28.75,2.90663
2880,28.8,2.90928
2885,28.85,2.9119
2890,28.9,2.9145
2895,28.95,2.91709
2900,29,2.91966
2905,29.05,2.9222
2910,29.1,2.92469
2915,29.15,2.92713
2920,29.2,2.9295
2925,29.25,2.9318
2930,29.3,2.93402
2935,29.35,2.93616
2940,29.4,2.93825
2945,29.45,2.9403
2950,29.5,2.94233
2955,29.55,2.94438
2960,29.6,2.94643
2965,29.65,2.94851
2970,29.7,2.9506
2975,29.75,2.95271
2980,29.8,2.95484
2985,29.85,2.95702
2990,29.9,2.95924
2995,29.95,2.96152
3000,30,2.96386
3005,30.05,2.96625
3010,30.1,2.96869
3015,30.15,2.97116
3020,30.2,2.97366
3025,30.25,2.97618
3030,30.3,2.97872
3035,30.35,2.98127
3040,30.4,2.98382
3045,30.45,2.98636
3050,30.5,2.98891
3055,30.55,2.99145
3060,30.6,2.99397
3065,30.65,2.99647
3070,30.7,2.99893
3075,30.75,3.00133
3080,30.8,3.00365
3085,30.85,3.00591
3090,30.9,3.00807
3095,30.95,3.01015
3100,31,3.01212
3105,31.05,3.01401
3110,31.1,3.01582
3115,31.15,3.01757
3120,31.2,3.01929
3125,31.25,3.02101
3130,31.3,3.02277
3135,31.35,3.02457
3140,31.4,3.02643
3145,31.45,3.02836
3150,31.5,3.03033
3155,31.55,3.03235
3160,31.6,3.03438
3165,31.65,3.03641
3170,31.7,3.03839
3175,31.75,3.04032
3180,31.8,3.04215
3185,31.85,3.04387
3190,31.9,3.04549
3195,31.95,3.04699
3200,32,3.04837
3205,32.05,3.04963
3210,32.1,3.05077
3215,32.15,3.05177
3220,32.2,3.05264
3225,32.25,3.05339
3230,32.3,3.05402
3235,32.35,3.05452
3240,32.4,3.05489
3245,32.45,3.05513
3250,32.5,3.05524
3255,32.55,3.05522
3260,32.6,3.05509
3265,32.65,3.05485
3270,32.7,3.05451
3275,32.75,3.05411
3280,32.8,3.05367
3285,32.85,3.05319
3290,32.9,3.05271
3295,32.95,3.05223
3300,33,3.05177
3305,33.05,3.05135
3310,33.1,3.05097
3315,33.15,3.05064
3320,33.2,3.05037
3325,33.25,3.05014
3330,33.3,3.04996
3335,33.35,3.04981
3340,33.4,3.04967
3345,33.45,3.04954
3350,33.5,3.0494
3355,33.55,3.04925
3360,33.6,3.04911
3365,33.65,3.04897
3370,33.7,3.04884
3375,33.75,3.04873
3380,33.8,3.04866
3385,33.85,3.04863
3390,33.9,3.04866
3395,33.95,3.04874
3400,34,3.04889
3405,34.05,3.04909
3410,34.1,3.04936
3415,34.15,3.04967
3420,34.2,3.05003
3425,34.25,3.05042
3430,34.3,3.05084
3435,34.35,3.05129
3440,34.4,3.05175
3445,34.45,3.05223
3450,34.5,3.05272
3455,34.55,3.05323
3460,34.6,3.05377
3465,34.65,3.05436
3470,34.7,3.05499
3475,34.75,3.05566
3480,34.8,3.05637
3485,34.85,3.05713
3490,34.9,3.05794
3495,34.95,3.05882
3500,35,3.05975
3505,35.05,3.06076
3510,35.1,3.06183
3515,35.15,3.06298
3520,35.2,3.0642
3525,35.25,3.06549
3530,35.3,3.06685
3535,35.35,3.06829
3540,35.4,3.06983
3545,35.45,3.07147
3550,35.5,3.07323
3555,35.55,3.07512
3560,35.6,3.07716
3565,35.65,3.07934
3570,35.7,3.08168
3575,35.75,3.08416
3580,35.8,3.08679
3585,35.85,3.08956
3590,35.9,3.09247
3595,35.95,3.0955
3600,36,3.09865
3605,36.05,3.10192
3610,36.1,3.1053
3615,36.15,3.10878
3620,36.2,3.11238
3625,36.25,3.1161
3630,36.3,3.11993
3635,36.35,3.12386
3640,36.4,3.12789
3645,36.45,3.13201
3650,36.5,3.13619
3655,36.55,3.14042
3660,36.6,3.1447
3665,36.65,3.14902
3670,36.7,3.15337
3675,36.75,3.15774
3680,36.8,3.16212
3685,36.85,3.16653
3690,36.9,3.17095
3695,36.95,3.17539
3700,37,3.17984
3705,37.05,3.18433
3710,37.1,3.18887
3715,37.15,3.19346
3720,37.2,3.1981
3725,37.25,3.20281
3730,37.3,3.20757
3735,37.35,3.21239
3740,37.4,3.21725
3745,37.45,3.22216
3750,37.5,3.22711
3755,37.55,3.23209
3760,37.6,3.23711
3765,37.65,3.24217
3770,37.7,3.24727
3775,37.75,3.25241
3780,37.8,3.25757
3785,37.85,3.26278
3790,37.9,3.26801
3795,37.95,3.27326
3800,38,3.27852
3805,38.05,3.28376
3810,38.1,3.28898
3815,38.15,3.29416
3820,38.2,3.29932
3825,38.25,3.30444
3830,38.3,3.30951
3835,38.35,3.31452
3840,38.4,3.31947
3845,38.45,3.32438
3850,38.5,3.32924
3855,38.55,3.33407
3860,38.6,3.33887
3865,38.65,3.34363
3870,38.7,3.34835
3875,38.75,3.35305
3880,38.8,3.35771
3885,38.85,3.36233
3890,38.9,3.36692
3895,38.95,3.37145
3900,39,3.37593
3905,39.05,3.38033
3910,39.1,3.38465
3915,39.15,3.38888
3920,39.2,3.39301
3925,39.25,3.39703
3930,39.3,3.40096
3935,39.35,3.40479
3940,39.4,3.40853
3945,39.45,3.41218
3950,39.5,3.41576
3955,39.55,3.41927
3960,39.6,3.42273
3965,39.65,3.42614
3970,39.7,3.42951
3975,39.75,3.43284
3980,39.8,3.43615
3985,39.85,3.43944
3990,39.9,3.44274
3995,39.95,3.44604
4000,40,3.44935
4005,40.05,3.45269
4010,40.1,3.45604
4015,40.15,3.4594
4020,40.2,3.46277
4025,40.25,3.46614
4030,40.3,3.46951
4035,40.35,3.47286
4040,40.4,3.4762
4045,40.45,3.47951
4050,40.5,3.48279
4055,40.55,3.48603
4060,40.6,3.48924
4065,40.65,3.49241
4070,40.7,3.49554
4075,40.75,3.49865
4080,40.8,3.50172
4085,40.85,3.50476
4090,40.9,3.50776
4095,40.95,3.51073
4100,41,3.51367
4105,41.05,3.51658
4110,41.1,3.51949
4115,41.15,3.52237
4120,41.2,3.52523
4125,41.25,3.52806
4130,41.3,3.53086
4135,41.35,3.53361
4140,41.4,3.53631
4145,41.45,3.53895
4150,41.5,3.54153
4155,41.55,3.54405
4160,41.6,3.54649
4165,41.65,3.54888
4170,41.7,3.5512
4175,41.75,3.55346
4180,41.8,3.55564
4185,41.85,3.55775
4190,41.9,3.55979
4195,41.95,3.56177
4200,42,3.56368
4205,42.05,3.56556
4210,42.1,3.56741
4215,42.15,3.56923
4220,42.2,3.57103
4225,42.25,3.57282
4230,42.3,3.57461
4235,42.35,3.57643
4240,42.4,3.57828
4245,42.45,3.58016
4250,42.5,3.58207
4255,42.55,3.58401
4260,42.6,3.58598
4265,42.65,3.588
4270,42.7,3.59006
4275,42.75,3.59217
4280,42.8,3.59433
4285,42.85,3.59655
4290,42.9,3.59883
4295,42.95,3.60115
4300,43,3.60353
4305,43.05,3.60596
4310,43.1,3.60844
4315,43.15,3.61096
4320,43.2,3.61352
4325,43.25,3.61611
4330,43.3,3.61873
4335,43.35,3.6214
4340,43.4,3.62411
4345,43.45,3.62686
4350,43.5,3.62965
4355,43.55,3.63247
4360,43.6,3.63532
4365,43.65,3.63822
4370,43.7,3.64114
4375,43.75,3.6441
4380,43.8,3.64708
4385,43.85,3.65009
4390,43.9,3.65311
4395,43.95,3.65615
4400,44,3.6592
4405,44.05,3.66227
4410,44.1,3.66536
4415,44.15,3.66847
4420,44.2,3.67161
4425,44.25,3.67477
4430,44.3,3.67795
4435,44.35,3.68115
4440,44.4,3.68437
4445,44.45,3.68761
4450,44.5,3.69085
4455,44.55,3.69411
4460,44.6,3.69739
4465,44.65,3.70066
4470,44.7,3.70396
4475,44.75,3.70728
4480,44.8,3.71065
4485,44.85,3.71405
4490,44.9,3.7175
4495,44.95,3.72099
4500,45,3.72452
4505,45.05,3.72808
4510,45.1,3.73167
4515,45.15,3.73529
4520,45.2,3.73893
4525,45.25,3.74259
4530,45.3,3.74624
4535,45.35,3.74989
4540,45.4,3.75354
4545,45.45,3.75716
4550,45.5,3.76077
4555,45.55,3.76436
4560,45.6,3.76794
4565,45.65,3.77151
4570,45.7,3.77508
4575,45.75,3.77865
4580,45.8,3.78222
4585,45.85,3.7858
4590,45.9,3.78938
4595,45.95,3.79298
4600,46,3.79658
4605,46.05,3.80018
4610,46.1,3.80377
4615,46.15,3.80735
4620,46.2,3.81091
4625,46.25,3.81444
4630,46.3,3.81795
4635,46.35,3.82142
4640,46.4,3.82486
4645,46.45,3.82826
4650,46.5,3.83161
4655,46.55,3.83493
4660,46.6,3.8382
4665,46.65,3.84146
4670,46.7,3.84471
4675,46.75,3.84796
4680,46.8,3.85121
4685,46.85,3.85446
4690,46.9,3.85772
4695,46.95,3.86099
4700,47,3.86427
4705,47.05,3.86756
4710,47.1,3.87085
4715,47.15,3.87415
4720,47.2,3.87744
4725,47.25,3.88074
4730,47.3,3.88402
4735,47.35,3.88729
4740,47.4,3.89055
4745,47.45,3.89382
4750,47.5,3.89711
4755,47.55,3.90044
4760,47.6,3.9038
4765,47.65,3.90719
4770,47.7,3.9106
4775,47.75,3.91402
4780,47.8,3.91742
4785,47.85,3.92079
4790,47.9,3.92412
4795,47.95,3.92742
4800,48,3.93067
4805,48.05,3.93388
4810,48.1,3.93705
4815,48.15,3.94019
4820,48.2,3.94332
4825,48.25,3.94644
4830,48.3,3.94956
4835,48.35,3.95268
4840,48.4,3.95584
4845,48.45,3.95902
4850,48.5,3.96224
4855,48.55,3.96549
4860,48.6,3.96876
4865,48.65,3.97205
4870,48.7,3.97535
4875,48.75,3.97866
4880,48.8,3.98196
4885,48.85,3.98526
4890,48.9,3.98855
4895,48.95,3.99183
4900,49,3.9951
4905,49.05,3.99835
4910,49.1,4.00158
4915,49.15,4.00481
4920,49.2,4.00803
4925,49.25,4.01125
4930,49.3,4.01448
4935,49.35,4.01773
4940,49.4,4.02098
4945,49.45,4.02426
4950,49.5,4.02755
4955,49.55,4.03087
4960,49.6,4.03421
4965,49.65,4.03758
4970,49.7,4.04097
4975,49.75,4.0444
4980,49.8,4.04786
4985,49.85,4.05134
4990,49.9,4.05484
4995,49.95,4.05838
5000,50,4.06195
5005,50.05,4.06556
5010,50.1,4.0692
5015,50.15,4.07288
5020,50.2,4.07659
5025,50.25,4.08033
5030,50.3,4.08409
5035,50.35,4.08787
5040,50.4,4.09167
5045,50.45,4.09548
5050,50.5,4.09932
5055,50.55,4.10317
5060,50.6,4.10705
5065,50.65,4.11094
5070,50.7,4.11483
5075,50.75,4.11872
5080,50.8,4.12261
5085,50.85,4.1265
5090,50.9,4.13038
5095,50.95,4.13427
5100,51,4.13816
5105,51.05,4.14205
5110,51.1,4.14593
5115,51.15,4.14981
5120,51.2,4.15368
5125,51.25,4.15752
5130,51.3,4.16134
5135,51.35,4.16514
5140,51.4,4.16894
5145,51.45,4.17273
5150,51.5,4.17652
5155,51.55,4.18029
5160,51.6,4.18404
5165,51.65,4.18777
5170,51.7,4.19147
5175,51.75,4.19514
5180,51.8,4.19878
5185,51.85,4.2024
5190,51.9,4.20602
5195,51.95,4.20963
5200,52,4.21326
5205,52.05,4.21691
5210,52.1,4.22056
5215,52.15,4.22423
5220,52.2,4.22791
5225,52.25,4.23158
5230,52.3,4.23526
5235,52.35,4.23893
5240,52.4,4.2426
5245,52.45,4.24626
5250,52.5,4.24991
5255,52.55,4.25355
5260,52.6,4.25715
5265,52.65,4.26073
5270,52.7,4.26428
5275,52.75,4.26781
5280,52.8,4.27133
5285,52.85,4.27484
5290,52.9,4.27835
5295,52.95,4.28184
5300,53,4.2853
5305,53.05,4.28874
5310,53.1,4.29215
5315,53.15,4.29553
5320,53.2,4.2989
5325,53.25,4.30224
5330,53.3,4.30554
5335,53.35,4.30883
5340,53.4,4.3121
5345,53.45,4.31535
5350,53.5,4.31857
5355,53.55,4.32177
5360,53.6,4.32493
5365,53.65,4.32806
5370,53.7,4.33115
5375,53.75,4.33419
5380,53.8,4.3372
5385,53.85,4.34016
5390,53.9,4.3431
5395,53.95,4.34601
5400,54,4.34889
5405,54.05,4.35176
5410,54.1,4.35464
5415,54.15,4.35751
5420,54.2,4.36039
5425,54.25,4.36326
5430,54.3,4.36614
5435,54.35,4.36901
5440,54.4,4.37188
5445,54.45,4.37475
5450,54.5,4.3776
5455,54.55,4.38045
5460,54.6,4.38328
5465,54.65,4.38611
5470,54.7,4.38892
5475,54.75,4.39174
5480,54.8,4.39454
5485,54.85,4.39736
5490,54.9,4.40018
5495,54.95,4.40302
5500,55,4.40588
5505,55.05,4.40876
5510,55.1,4.41166
5515,55.15,4.41459
5520,55.2,4.41754
5525,55.25,4.4205
5530,55.3,4.42347
5535,55.35,4.42644
5540,55.4,4.42941
5545,55.45,4.43237
5550,55.5,4.43531
5555,55.55,4.43823
5560,55.6,4.44112
5565,55.65,4.44397
5570,55.7,4.44679
5575,55.75,4.44956
5580,55.8,4.45229
5585,55.85,4.45499
5590,55.9,4.45764
5595,55.95,4.46026
5600,56,4.46284
5605,56.05,4.46539
5610,56.1,4.4679
5615,56.15,4.47041
5620,56.2,4.47291
5625,56.25,4.47543
5630,56.3,4.47795
5635,56.35,4.48047
5640,56.4,4.48299
5645,56.45,4.4855
5650,56.5,4.48799
5655,56.55,4.49045
5660,56.6,4.4929
5665,56.65,4.49534
5670,56.7,4.49775
5675,56.75,4.50015
5680,56.8,4.50253
5685,56.85,4.50489
5690,56.9,4.50724
5695,56.95,4.50957
5700,57,4.51188
5705,57.05,4.51418
5710,57.1,4.51647
5715,57.15,4.51876
5720,57.2,4.52103
5725,57.25,4.52329
5730,57.3,4.52554
5735,57.35,4.52778
5740,57.4,4.53002
5745,57.45,4.53227
5750,57.5,4.53451
5755,57.55,4.53677
5760,57.6,4.53905
5765,57.65,4.54135
5770,57.7,4.54367
5775,57.75,4.54599
5780,57.8,4.54832
5785,57.85,4.55063
5790,57.9,4.55292
5795,57.95,4.55518
5800,58,4.55741
5805,58.05,4.55963
5810,58.1,4.56183
5815,58.15,4.56402
5820,58.2,4.56619
5825,58.25,4.56835
5830,58.3,4.57052
5835,58.35,4.5727
5840,58.4,4.57487
5845,58.45,4.57703
5850,58.5,4.57919
5855,58.55,4.58134
5860,58.6,4.58347
5865,58.65,4.58558
5870,58.7,4.58766
5875,58.75,4.58968
5880,58.8,4.59166
5885,58.85,4.5936
5890,58.9,4.5955
5895,58.95,4.59737
5900,59,4.59922
5905,59.05,4.60106
5910,59.1,4.60287
5915,59.15,4.60466
5920,59.2,4.60645
5925,59.25,4.60822
5930,59.3,4.60998
5935,59.35,4.61172
5940,59.4,4.61343
5945,59.45,4.61511
5950,59.5,4.61679
5955,59.55,4.61847
